,productName,form,regularPrice,unitPrice,productURL,productSize,averageRating,reviewCount,inactiveIngredients
78,Women's 50+ Once Daily Multivitamin,na,$10.99,0.11,/store/c/walgreens-women's-50--once-daily-multivitamin/ID=300424093-product,100 ea ,4.5,7,"Calcium Carbonate,Dicalcium Phosphate,Ascorbic Acid,Magnesium Oxide,Microcrystalline Cellulose,Maltodextrin,Croscarmellose Sodium,Contains less than 2% of beta-carotene,BHT,biotin,carnauba wax,cholecalciferol,chromium chloride,crospovidone,cupric oxide,cyanocobalamin,D-calcium pantothenate,dl-alpha tocopheryl acetate,FD&C blue no. 2 lake,FD&C yellow no. 5 lake,FD&C yellow no. 6 lake,folic acid,hydroxypropyl methylcellulose,magnesium stearate,manganese sulfate,medium chain triglycerides,niacinamide,phytonadione,polydextrose,potassium iodide,pyridoxine hydrochloride,retinyl acetate,riboflavin,silica,sodium molybdate,sodium selenate,stearic acid,thiamine mononitrate,titanium dioxide (color),zinc oxide"
79,Flaxseed Oil 1300 mg,Softgel,$16.99,0.08,/store/c/walgreens-flaxseed-oil-1300-mg/ID=300428018-product,200 ea ,4.5,2,"Gelatin,Glycerin,Caramel Color"
80,Multivitamin For Women,Tablets,$11.04,11.04,/store/c/centrum-multivitamin-for-women/ID=300417294-product?skuId=400638326,65 ea ,4.5,2,"Calcium Carbonate,Magnesium Oxide,Potassium Chloride,Dibasic Calcium Phosphate,Microcrystalline Cellulose,Ascorbic Acid (Vit. C),Ferrous Fumarate,DL-Alpha Tocopheryl Acetate (Vit. E),Maltodextrin,Crospovidone,Contains Less Than 2% of Beta-Carotene,BHT (to Preserve Freshness),Biotin,Blue 2 Lake,Calcium Pantothenate,Cholecalciferol (Vit. D3),Chromium Picolinate,Copper Sulfate,Corn Starch,Cyanocobalamin (Vit. B12),Folic Acid,Gelatin,Lecithin (Soy),Magnesium Stearate,Manganese Sulfate,Modified Corn Starch,Niacinamide,Phytonadione (Vit. K),Polyethylene Glycol,Polyvinyl Alcohol,Potassium lodide,Pyridoxine Hydrochloride (Vit. B6),Red 40 Lake,Riboflavin (Vit. B2),Silicon Dioxide,Sodium Ascorbate (to Preserve Freshness),Sodium Molybdate,Sodium Selenate,Talc,Thiamine Mononitrate (Vit. B1),Titanium Dioxide,Tocopherols (to Preserve Freshness),Vitamin A Acetate,Yellow 6 Lake,Zinc Oxide,Contains Soy"
81,"Biotin Quick Dissolve Tablets, 5000 mcg Strawberry",Tablets,$9.79,0.16,"/store/c/nature's-bounty-biotin-quick-dissolve-tablets,-5000-mcg-strawberry/ID=prod6331997-product",60 ea ,4.0,435,"Mannitol,Vegetable Stearic Acid,Natural Strawberry Flavor,Crospovidone,Contains Less Than 2% of: Sucralose,Vegetable Magnesium Stearate."
82,10 mg Melatonin Gummies Blueberry,Gummies,$22.99,0.16,/store/c/nature's-bounty-10-mg-melatonin-gummies-blueberry/ID=300425518-product,140 ea ,4.0,176,"Cane Sugar,Tapioca Syrup,Pectin,Contains Than 2% of: Citric Acid,Fruit Juice Color,Natural Flavors,Sodium Citrate,Vegetable Oil (Palm) (Contains Carnauba Wax)."
83,Ashwagandha Gummies,na,$19.99,0.33,/store/c/goli-ashwagandha-gummies/ID=300413443-product,60 ea ,4.0,132,"Organic Tapioca Syrup,Organic Cane Sugar,Water,Pectin,Natural Flavors,Malic Acid,Citric Acid,Sodium Citrate,Organic Fruit and Vegetables Juice (Color),Organic Sunflower Lecithin"
84,Multigummies Multivitamin For Adults 50 Plus Assorted Fruit,Gummies,$12.83,0.14,/store/c/centrum-multigummies-multivitamin-for-adults-50-plus-assorted-fruit/ID=300417612-product,90 ea ,4.0,98,"Glucose Syrup,Sugar,Water,Gelatin,Tribasic Calcium Phosphate,Ascorbic Acid (Vit. C). Contains Less Than 2% of: Annatto Seed Extract (color),Biotin,Calcium Pantothenate,Carnauba Wax,Cholecalciferol (Vit. D3),Citric Acid,Citrus Pectin,Cyanocobalamin (Vit. B12),DL-alpha Tocopheryl Acetate (Vit. E),Folic Acid,Fruit and/or Vegetable Juice Concentrates (color and/or flavor)purple carrot ,maqui berry,Invert Sugar,Lactic Acid,Medium-Chain Triglycerides,Natural Flavors,Potassium Iodide,Pyridoxine Hydrochloride (Vit. B6),Sodium Citrate,Sodium Lactate,Turmeric (color),Vitamin A Acetate,Zinc Sulfate"
85,Alpha Lipoic Acid 200 mg,Capsules,$11.99,0.4,/store/c/walgreens-alpha-lipoic-acid-200-mg/ID=300428002-product,30 ea ,1.0,1,"Rice Flour,Gelatin,Cellulose (Plant Origin),Vegetable Magnesium Stearate,Silica ."
86,CoQ-10 100 mg,Softgel,$14.99,0.5,/store/c/walgreens-coq-10-100-mg/ID=300428008-product,30 ea ,0.0,na,"Rice Bran Oil,Gelatin,Vegetable Glycerin,Contains Less Than 2% of: Silica,Soy Lecithin."
87,Anxiety & Stress,Tablets,$33.99,0.38,/store/c/nature's-bounty-anxiety-%26-stress/ID=300425891-product,90 ea ,0.0,na,"Vegetable Cellulose,Crospovidone,Silica,Vegetable Stearic Acid,Vegetable Magnesium Stearate,Vegetable Glycerin"
88,Turmeric 500 mg,Capsules,$11.99,0.2,/store/c/walgreens-turmeric-500-mg/ID=300428015-product,60 ea ,0.0,na,"Gelatin,Contains less than 2% of: Silica,Vegetable Magnesium Stearate,Vegetable Stearic Acid."
89,5-HTP,Capsules,$15.99,0.53,/store/c/walgreens-5-htp/ID=300428014-product,30 ea ,0.0,na,"Dicalcium Phosphate,Gelatin,Contains Less Than 2% of: Croscarmellose,Silica,Vegetable Magnesium Stearate."
90,Milk Thistle 175 mg Per Capsule,Capsules,$16.99,0.17,/store/c/walgreens-milk-thistle-175-mg-per-capsule/ID=300428000-product,100 ea ,0.0,na,"Maltodextrin,Gelatin,Vegetable Magnesium Stearate,Silica."
91,Cod Liver Oil Softgels,Softgel,$14.99,0.05,/store/c/walgreens-cod-liver-oil-softgels/ID=300428016-product,300 ea ,0.0,na,"Gelatin,Vegetable Glycerin,Mixed Natural Tocopherols."
92,Multi-Symptom Menopause Relief,Capsules,$39.99,0.67,/store/c/amberen-multi-symptom-menopause-relief/ID=prod6238657-product,60 ea ,4.5,70,"Gelatin,Rice Flour,Magnesium Stearate,Silicon Dioxide,Titanium Dioxide,Riboflavin,Carmine,Water"
93,Men's Pro Edge Multivitamin,Tablets,$11.99,0.24,/store/c/one-a-day-men's-pro-edge-multivitamin/ID=prod6028865-product,50 ea ,4.0,63,"Calcium Carbonate,Magnesium Oxide,Microcrystalline Cellulose,Ascorbic Acid,Dicalcium Phosphate,Maltodextrin,dl-AIpha-TocopheryI Acetate,Less than 2% of:Beta-Carotene ,Biotin ,Cholecalciferol ,Chromium Chloride ,Copper Sulfate ,Crosc"
94,Women's  Multivitamin Gummies,Gummies,$20.99,0.12,/store/c/one-a-day-women's--multivitamin-gummies/ID=300397891-product,170 ea ,4.5,711,"Glucose Syrup,Sugar,Water,Gelatin,Tricalcium Phosphate,Ascorbic Acid,Less than 2% of:Beeswax ,Carnauba Wax ,Citric Acid ,D-Biotin ,D-Calcium Pantothenate ,Color ,Fol,Contains: Wheat"
95,Women's Gummy Multivitamin,Gummies,$12.99,0.22,/store/c/nature's-way-women's-gummy-multivitamin/ID=prod6198844-product,60 ea ,4.5,915,"sucrose,glucose syrup,purified water,pectin,citric acid,sodium citrate,natural flavors,vegetable and fruit juice colors,coconut oil,carnauba wax"
96,Men's Multivitamin Gummies,Gummies,$20.99,0.12,/store/c/one-a-day-vitacraves-men's-multivitamin-gummies/ID=300397890-product,170 ea ,4.5,101,"Glucose Syrup,Sugar,Gelatin,Water,Ascorbic Acid,Less than 2% of: Artificial Flavor,Beeswax,Carnauba Wax,Choline Bitartrate,Citric Acid,D-Biotin,D-Calcium Pantothenate,dl-Alpha-Tocopheryl Acetate,FD&C Blue,FD&C Red #40,FD&C Yellow (tartrazine),Folic Acid,Inositol,Neohesperidin,Potassium Iodide,Pyridoxine Hydrochloride,Sodium Selenate,Sucralose,Vegetable Oil (Palm),Vitamin A Acetate,Vitamin B12 (Cyanocobalamin),Vitamin D3 (Cholecalciferol),Zinc Sulfate,Contains: Wheat"
97,"Vitamin C Plus Immune Support Effervescent Powder Blend, 1000 mg",na,$11.99,0.4,"/store/c/walgreens-vitamin-c-plus-immune-support-effervescent-powder-blend,-1000-mg/ID=300395123-product",30 ea ,4.0,15,"Fructose,Citric Acid,Contains Less than 2% of: Malic Acid,Dried Orange Juice Concentrate,Maltodextrin,Acacia,Silicon Dioxide,Natural Flavors,Sucralose,Modified Food Starch,Ethyl Cellulose,Rebaudioside A (Stevia Leaf Extract),Beta-Carotene (Color),Tocopherols,Water"
98,L-Lysine 500 mg,Tablets,$19.99,0.07,/store/c/walgreens-l-lysine-500-mg/ID=300428022-product,300 ea ,5.0,1,"Cellulose (Plant Origin),Contains Less Than 2% of: Silica,Vegetable Magnesium Stearate,Vegetable Stearic Acid."
99,Multivitamin Gummies For Men Assorted Fruit,Gummies,$13.99,0.14,/store/c/centrum-multivitamin-gummies-for-men-assorted-fruit/ID=300417617-product,100 ea ,4.5,39,"Glucose Syrup,Sugar,Water,Gelatin,Ascorbic Acid (Vit. C),Contains Less Than 2% of: Biotin,Calcium Pantothenate,Cholecalciferol (Vit. D3),Citric Acid,Citrus Pectin,Cyanocobalamin (Vit. B12),DL-alpha Tocopheryl Acetate (Vit. E),Folic Acid,Fruit and/or Vegetable Juice Concentrates (color and/or flavor)purple carrot ,maqui berry,Invert Sugar,Lactic Acid,Manganese Sulfate,Medium-Chain Triglycerides,Natural Flavors,Niacinamide,Potassium Iodide,Pyridoxine Hydrochloride (Vit. B6),Riboflavin (Vit. B2),Sodium Citrate,Sodium Lactate,Sodium Selenate,Spirulina Extract (color),Vitamin A Acetate,Zinc Sulfate"
100,Multigummies Multivitamin For Adults Assorted Fruit,Gummies,$19.99,0.11,/store/c/centrum-multigummies-multivitamin-for-adults-assorted-fruit/ID=300417616-product,180 ea ,4.0,97,"Glucose Syrup,Sugar,Water,Gelatin,Ascorbic Acid (Vit. C),Contains Less Than ;2% of: Annatto Seed Extract (color),Biotin,Calcium Pantothenate,Cholecalciferol (Vit. D3),Citric Acid,Citrus Pectin,Cyanocobalamin (Vit. B12),DL-alpha Tocopheryl Acetate (Vit. E),Folic Acid,Fruit and/or Vegetable Juice Concentrates (color and/or flavor)purple carrot ,maqui berry,Invert Sugar,Lactic Acid,Manganese Sulfate,Medium-Chain Triglycerides,Natural Flavors,Potassium Iodide,Pyridoxine Hydrochloride (Vit. B6),Sodium Citrate,Sodium Lactate,Vitamin A Acetate,Zinc Sulfate"
101,Prenatal Multivitamin,Tablets,$18.99,0.08,/store/c/walgreens-prenatal-multivitamin/ID=300414693-product,240 ea ,4.0,7,"Calcium Carbonate,Ascorbic Acid,Starch,Ferrous Fumarate,Microcrystalline Cellulose,Zinc Oxide,dl-Alpha Tocopheryl Acetate,Contains 2% or less of beta-carotene,carboxymethylcellulose sodium,carnauba wax,cholecalciferol,cyanocobalamin,DL-tartaric acid,FD&C blue no. 2 lake,FD&C red no. 40 lake,FD&C yellow no. 6 lake,folic acid,hydroxypropyl methylcellulose,magnesium stearate,maltodextrin,nicotinamide,polydextrose,polyethylene glycol,polyvinyl alcohol,potassium iodide,pyridoxine hydrochloride,riboflavin,silica,talc,thiamine mononitrate,titanium dioxide (color),tricalcium phosphate"
102,L-Carnitine 500 mg,Tablets,$16.99,0.28,/store/c/walgreens-l-carnitine-500-mg/ID=300428021-product,60 ea ,4.0,1,"Cellulose (Plant Origin),Vegetable Stearic Acid,Polyvinyl Alcohol,Silica,Croscarmellose,Contains Less Than 2% of: Calcium Carbonate,Magnesium Silicate,Polyethylene Glycol,Vegetable Magnesium Stearate."
103,Vitamin A 2400 mcg,Softgel,$4.29,0.04,/store/c/walgreens-vitamin-a-2400-mcg/ID=300428006-product,100 ea ,3.0,4,"Soybean Oil,Gelatin,Vegetable Glycerin,Fish Liver Oil,Mixed Tocopherols,Contains fish (cod, haddock, pollock) ingredients."
104,Multivitamin for Adults,Tablets,$22.99,0.11,/store/c/centrum-multivitamin-for-adults/ID=300420052-product?skuId=400647562,200 ea ,0.0,na,"Calcium Carbonate,Potassium Chloride,Dibasic Calcium Phosphate,Magnesium Oxide,Microcrystalline Cellulose,Ascorbic Acid (Vit C),Ferrous Fumarate,DL-Alpha Tocopherol Acetate (Vit E),Maltodextrin,Contains less than 2% of: Beta-Carotene,BHT (to Preserve Freshness),Biotin,Calcium Pantothenate,Cholecalciferol (Vit D3),Chromium Picolinate,Copper Sulfate,Corn Starch,Crospovidone,Cyanocobalamin (Vit B12),Folic Acid,Gelatin,Magnesium Stearate,Manganese Sulfate,Modified Corn Starch,Niacinamide,Phytonadione (Vit K),Polyethylene Glycol,Polyvinyl Alcohol,Potassium Iodide,Pyridoxine Hydrochloride (Vit B6),Riboflavin (Vit B2),Silicon Dioxide,Sodium Ascorbate (to Preserve Freshness),Sodium Molybdate,Sodium Selenate,Talc,Thiamine Mononitrate (Vit B1),Titanium Dioxide,Tocopherols (to Preserve Freshness),Vitamin A Acetate,Yellow 6 Lake,Zinc Oxide."
105,"Men's Multivitamin Gummies Cherry, Strawberry, Raspberry",Gummies,$13.49,0.15,"/store/c/walgreens-free-%26-pure-men's-multivitamin-gummies-cherry,-strawberry,-raspberry/ID=300426865-product",90 ea ,0.0,na,"Organic Tapioca Syrup,Organic Cane Sugar,Pectin,Organic Lemon Juice Concentrate,Organic Flavors,Sodium Citrate,Colors AddedOrganic Black Carrot Juice Concentrate ,Organic Maqui Berry Juice Concentrate,Organic Sunflower Oil,Organic Carnauba Wax."
106,B-12 Liquid,Liquid,$12.49,6.25,/store/c/walgreens-b-12-liquid/ID=300428004-product,2 fl oz ,0.0,na,"Purified Water,Sorbitol,Vegetable Glycerin,Natural Berry Flavor,Citric Acid,Potassium Sorbate (preservative)."
107,Folate 666 mcg,Tablets,$7.99,0.02,/store/c/walgreens-folate-666-mcg/ID=300428020-product,400 ea ,0.0,na,"Cellulose (Plant Origin),Calcium Carbonate,Croscarmellose,Maltodextrin,Vegetable Magnesium stearate.,Contains Less Than 2% of: Silica"
108,Gummies Advanced Multivitamin with Immunity + Brain Support Strawberry,Gummies,$19.99,0.18,/store/c/one-a-day-gummies-advanced-multivitamin-with-immunity---brain-support-strawberry/ID=300402600-product,110 ea ,4.5,176,"Sugar,Glucose Syrup,Water,Gelatin,Maltodextrin,Less than 2% of: Citric Acid,ColorBlack Currant and Carrot Juice Concentrates,Natural Flavor,Pectin."
109,"Vitamin C Immune Support Effervescent Powder Blend, 1000 mg",na,$13.49,0.45,"/store/c/walgreens-vitamin-c-immune-support-effervescent-powder-blend,-1000-mg/ID=300424219-product?skuId=400645746",30 ea ,5.0,1,"Sucrose,Fructose,Citric Acid,Maltodextrin,Contains Less than 2% of: Red Beet Juice Powder,Aspartic Acid,Raspberry Juice Powder,Acacia,Strawberry Juice Powder,Glycerine,Malic Acid,Stevia (Stevia Rebaudiana) Leaf Extract,Silicone Dioxide,Natural Flavors,Tartaric Acid"
110,"MultiPlus Hair, Skin & Nails Support Multivitamin Fruit",Gummies,$19.99,0.17,"/store/c/one-a-day-multiplus-hair,-skin-%26-nails-support-multivitamin-fruit/ID=300427202-product",120 ea ,4.5,767,"Glucose Syrup,Sugar,Water,Gelatin,Less than 2% of: Carnauba Wax,Citric Acid,FD&C Blue #1,FD&C Red #40,FD&C Yellow #6,Maltodextrin,Natural Flavor,Vegetable Oil (Palm),White Beeswax"
111,Multigummies Multivitamin For Men Assorted Fruit,Gummies,$21.82,0.13,/store/c/centrum-multigummies-multivitamin-for-men-assorted-fruit/ID=300417614-product,170 ea ,4.5,38,"Glucose Syrup,Sugar,Water,Ascorbic Acid (Vit. C),Contains Less Than 2% of: Biotin,Calcium Pantothenate,Cholecalciferol (Vit. D3),Citric Acid,Citrus Pectin,Cyanocobalamin (Vit. B12),DL-alpha Tocopheryl Acetate (Vit. E),Folic Acid,Fruit and/or Vegetable Juice Concentrates (color and/or flavor)purple carrot ,maqui berry,Invert Sugar,Lactic Acid,Medium-Chain Triglycerides,Natural Flavors,Niacinamide,Potassium Iodide,Pyridoxine Hydrochloride (Vit. B6),Riboflavin (Vit. B2),Sodium Citrate,Sodium Lactate,Sodium Selenate,Spirulina Extract (color),Vitamin A Acetate,Zinc Sulfate"
112,Dreamy Sleep Gummies,na,$19.99,0.33,/store/c/goli-dreamy-sleep-gummies/ID=300432516-product,60 ea ,3.0,2,"Organic Cane Sugar,Organic Tapioca Syrup,Water,Pectin,Natural Flavor,Citric Acid,Sodium Citrate,Malic Acid,Organic Fruit and Vegetable Juice (for color)"
113,50 Plus Daily Multi,Caplets,$12.99,0.22,/store/c/gnc-mega-men-50-plus-daily-multi/ID=300432511-product,60 ea ,0.0,na,"Microcrystalline Cellulose,Hydroxypropyl Methycellulose,Croscarmellose Sodium,Hydroxypropylcellulose,Stearic Acid Vegetable Source,Maltodextrin,Gum Arabic,Titanium Dioxide (Mineral Whitener),Magnesium Stearate,Vegetable Source,Vegetable Acetoglycerides,Modified Food Starch,Choline Bitartrate,Gelatin,Polyethylene Glycol,Corn Starch,Sugar,Polysorbate 80,Caramel Color,Carnauba Wax,Sodium Ascorbate,Ethyl Cellulose,Ethyl Vanillin Artificial Flavor,Glucose Syrup,Vegetable Oil,BHA/BHT,Dl-alpha Tocopherol,Sodium Aluminum Silicate"
114,St. John's Wort 300 mg,Capsules,$23.99,0.1,/store/c/walgreens-st.-john's-wort-300-mg/ID=300428024-product,240 ea ,0.0,na,"Maltodextrin,Gelatin,Contains Less than 2% of: Magnesium Silicate,Silica,Vegetable Magnesium Stearate"
115,Women Complete Multivitamin & Multimineral  Supplement Tablet Age 50 Plus,Tablets,$11.99,9999999.0,/store/c/centrum-silver-women-complete-multivitamin-%26-multimineral--supplement-tablet-age-50-plus/ID=prod6245536-product,100 ea ,4.5,651,"Calcium Carbonate,Magnesium Oxide,Potassium Chloride,Ascorbic Acid (Vit. C),Dibasic Calcium Phosphate,Microcrystalline Cellulose,Maltodextrin,Dl-Alpha Tocopheryl Acetate (Vit. E),Modified Corn Starch,Contains less than 2% of: Beta-Carotene,BHT (To Preserve Freshness),Biotin,Blue 2 Lake,Calcium Pantothenate,Cholecalciferol (Vit. D3),Chromium Picolinate,Copper Sulfate,Corn Starch,Crospovidone,Cyanocobalamin (Vit. B12),Ferrous Fumarate,Folic Acid,Gelatin,Hypromellose,Lutein,Magnesium Stearate,Manganese Sulfate,Medium-Chain Triglycerides,Niacinamide,Phytonadione (Vit. K),Polydextrose,Potassium Iodide,Pyridoxine Hydrochloride (Vit. B6),Red 40 Lake,Riboflavin (Vit. B2),Silicon Dioxide,Sodium Ascorbate (To Preserve Freshness),Sodium Molybdate,Sodium Selenate,Talc,Thiamine Mononitrate (Vit/ B1),Titanium Dioxide,Tocopherols (To Preserve Freshness),Vitamin A Acetate,Zinc Oxide"
116,"Men Complete Multivitamin & Multimineral Supplement Tablet, Age 50 Plus",Tablets,$21.99,9999999.0,"/store/c/centrum-silver-men-complete-multivitamin-%26-multimineral-supplement-tablet,-age-50-plus/ID=prod6015951-product",200 ea ,4.5,391,"Calcium Carbonate,Potassium Chloride,Magnesium Oxide,Ascorbic Acid (Vit. C),Microcrystalline Cellulose,Dibasic Calcium Phosphate,DL-Alpha Tocopheryl Acetate (Vit. E),Modified Corn Starch,Maltodextrin,Corn Starch,Crospovidone,Contains Less Than 2% of: Beta-Carotene,BHT (to Preserve Freshness),Biotin,Blue 2 Lake,Calcium Pantothenate,Cholecalciferol (Vit. D3),Chromium Picolinate,Copper Sulfate,Cyanocobalamin (Vit. B12),Folic Acid,Gelatin,Hypromellose,Lutein,Lycopene,Magnesium Stearate,Manganese Sulfate,Medium-Chain Triglycerides,Niacinamide,Phytonadione (Vit. K),Polydextrose,Potassium lodide,Pyridoxine Hydrochloride (Vit. B6),Red 40 Lake,Riboflavin (Vit. B2),Silicon Dioxide,Sodium Ascorbate (to Preserve Freshness),Sodium Molybdate,Sodium Selenate,Talc,Thiamine Mononitrate (Vit. B1),Titanium Dioxide,Tocopherols (to Preserve Freshness),Vitamin A Acetate,Yellow 6 Lake,Zinc Oxide"
117,Garcinia Cambogia Caplets,na,$14.49,9999999.0,/store/c/purely-inspired-garcinia-cambogia-caplets/ID=300423414-product,120 ea ,5.0,6,na
118,MultiPlus Immunity Multivitamin Fruit,Gummies,$19.99,0.17,/store/c/one-a-day-multiplus-immunity-multivitamin-fruit/ID=300427201-product,120 ea ,4.5,796,"Glucose Syrup,Sugar,Water,Gelatin,Maltodextrin,Citric Acid,FD&C Blue #1,FD&C Red #40,FD&C Yellow  #6,Natural Flavor,Vegetable Oil (Palm),White Beeswax,Carnauba Wax"
119,Metabolism Gummy Rings,Gummies,$21.99,0.73,/store/c/olly-metabolism-gummy-rings/ID=300432528-product,30 ea ,4.0,167,"Glucose Syrup,Beet Sugar,Water,Gelatin,Natural Flavor,Citric Acid,Pectin,Lactic Acid,ColoringFrom Carrot ,Blackcurrant ,Sweet Potato ,Apple ,Radish ,Cherry Juices"
120,Mind Unwind Drops,na,$19.99,0.67,/store/c/hims-%26-hers-mind-unwind-drops/ID=300421339-product,1 oz ,4.5,84,"GLYCERIN,PURIFIED WATER,NATURAL FLAVORS,POTASSIUM SORBATE (PRESERVATIVE),CITRIC ACID"
121,Advanced Testosterone Dietary Supplement,Capsules,$34.99,0.58,/store/c/gnc-men's-advanced-testosterone-dietary-supplement/ID=300432248-product,60 ea ,0.0,na,"Gelatin,Microcrystalline Cellulose,Stearic Acid Vegetable Source,Silicon Dioxide,Hydroxypropylcellulose,Sodium Lauryl Sulfate,Maltodextrin"
122,Triple Action Immune Gummies,na,$19.99,0.33,/store/c/goli-triple-action-immune-gummies/ID=300432515-product,60 ea ,0.0,na,"Organic Tapioca Syrup,Organic Cane Sugar,Water,Pectin,Natural Flavors,Sodium Citrate,Malic Acid,Citric Acid"
123,"Men, Complete Multivitamin & Multi-mineral Supplement Tablet",Tablets,$21.99,0.11,"/store/c/centrum-men,-complete-multivitamin-%26-multi-mineral-supplement-tablet/ID=prod6056561-product",200 ea ,4.5,166,"Calcium Carbonate,Magnesium Oxide,Potassium Chloride,Microcrystalline Cellulose,Ascorbic Acid (Vit. C),Dibasic Calcium Phosphate,dl-Alpha Tocopherol Acetate (Vit. E),Maltodextrin,Modified Corn Starch,Corn Starch,Contains  2% of: Beta-Carotene,BHT (to preserve freshness),Biotin,Calcium Pantothenate,Cholecalciferol (Vit. D3),Chromium Picolinate,Copper Sulfate,Crospovidone,Cyanocobalamin (Vit. B12),Ferrous Fumarate,Folic Acid,Gelatin,Hydrogenated Palm Oil,Lecithin (Soy),Lycopene,Magnesium Stearate,Manganese Sulfate,Niacinamide,Nickelous Sulfate,Phytonadione (Vit. K1),Polyethylene Glycol,Polyvinyl Alcohol,Potassium Iodide,Pyridoxine Hydrochloride (Vit. B6),Red 40 Lake,Riboflavin (Vit. B2),Silicon Dioxide,Sodium Ascorbate (to preserve freshness),Sodium Metavanadate,Sodium Molybdate,Sodium Selenate,Stannous Chloride,Talc,Thiamine Mononitrate (Vit. B1),Titanium Dioxide,Tocopherols (to preserve freshness),Vitamin A Acetate,Yellow 6 Lake,Zinc Oxide"
124,Alive! Women's Energy Multi-Vitamin Tablets,Tablets,$11.99,0.24,/store/c/nature's-way-alive!-women's-energy-multi-vitamin-tablets/ID=prod6031008-product,50 ea ,4.5,229,"Cellulose,Sodium Croscarmellose,Stearic Acid,Hydroxypropyl Cellulose,Magnesium Stearate,Hypromellose,Polydextrose,Titanium Dioxide Color,Silica,Talc,Medium Chain Triglycerides,Carmine Color"
125,Complete Multivitamin & Multimineral Supplement Tablet Adults Age 50+,Tablets,$24.99,0.11,/store/c/centrum-silver-complete-multivitamin-%26-multimineral-supplement-tablet-adults-age-50-/ID=prod384897-product,220 ea ,4.5,414,"Calcium Carbonate,Potassium Chloride,Dibasic Calcium Phosphate,Magnesium Oxide,Microcrystalline Cellulose,Ascorbic Acid (Vit. C),DL-Alpha Tocopherol Acetate (Vitamin E),Maltodextrin,Modified Corn Starch,Corn Starch,Contains <2% of: Beta-Carotene,BHT (to preserve freshness),Biotin,Blue 2 Lake,Calcium Pantothenate,Cholecalciferol (Vit. D3),Chromium Picolinate,Copper Sulfate,Crospovidone,Cyanocobalamin (Vit. B12),Folic Acid,Gelatin,Hypromellose,Lutein,Lycopene,Magnesium Stearate,Magnesium Sulfate,Medium-Chain Triglycerides,Niacinamide,Phytonadione (Vitamin K),Polydextrose,Potassium Iodide,Pyridoxine Hydrochloride (Vit. B6),Red 40 Lake,Riboflavin (Vit. B2),Silicon Dioxide,Sodium Ascorbate (to preserve freshness),Sodium Molybdate,Sodium Selenate,Talc,Thiamine Mononitrate (Vit. B1),Titanium Dioxide,Tocopherols (to preserve freshness),Vitamin A Acetate,Yellow 6 Lake,Zinc Oxide"
126,Alive! Multivitamin & Whole Food Energizer Dietary Supplement Tablets,Tablets,$11.99,0.24,/store/c/nature's-way-alive!-multivitamin-%26-whole-food-energizer-dietary-supplement-tablets/ID=prod6056532-product,50 ea ,4.5,119,"Calcium Carbonate,Cellulose,Orchard Fruits&Trade,Garden Veggies&Trade,Blend (Blueberry,Orange,Carrot,Pomegranate,Plum,Strawberry,Apple,Beet,Cherry,Pear,Tomato,Cauliflower,Raspberry,A&Ccedil,A&Iacute,Asparagus,Banana,Broccoli,Brussels Sprout,Cabbage,Cranberry,Cucumber,Grape,Pea,Pineapple,Pumpkin,Spinach),Ascorbic Acid (Vitamin C),Magnesium Oxide,Dl-Alpha Tocopheryl Acetate (Vitamin E),Sodium Croscarmellose,Stearic Acid,Zinc Oxide,Niacinamide (Vitamin B3),Hypromellose,Polydextrose,D-Calcium Pantothenate (Vitamin B5),Titanium Dioxide Color,Magnesium Stearate,Hydroxypropyl Cellulose,Manganese Sulfate,Cyanocobalamin (Vitamin B12),Vitamin A Acetate,Phytonadione (Vitamin K),Sodium Molybdate,Pyridoxine HCl (Vitamin B6),Sodium Selenate,Biotin (Vitamin B7),Thiamin Mononitrate (Vitamin B1),Copper Sulfate,Silica,Beta Carotene (Vitamin A),Folic Acid (Vitamin B9),Talc,Riboflavin (Vitamin B2),Sodium Borate,Cholecalciferol (Vitamin D),Medium Chain Triglycerides,Lutein (Aztec Marigold Extract [Flower]),Potassium Iodide,Carmine Color"
127,Women  Complete Multivitamin & Multimineral  Supplement Tablet,Tablets,$11.04,9999999.0,/store/c/centrum-women--complete-multivitamin-%26-multimineral--supplement-tablet/ID=prod6358235-product,65 ea ,4.5,738,"Calcium Carbonate,Magnesium Oxide,Potassium Chloride,Dibasic Calcium Phosphate,Microcrystalline Cellulose,Ascorbic Acid  (Vit. C),Ferrous Fumarate,dl-Alpha Tocopheryl Acetate  (Vit. E),Maltodextrin,Crospovidone,Contains <2% of: Beta Carotene,BHT (To preserve freshness),Biotin,Blue 2 Lake,Calcium Pantothenate,Cholecalciferol  (Vit. D3),Chromium Picolinate,Copper Sulfate,Corn Starch,Cyanocobalamin  (Vit. B12),Folic Acid,Gelatin,Hydrogenated Palm Oil,Lecithin (Soy),Magnesium Stearate,Manganese Sulfate,Modified Corn Starch,Niacinamide,Nickelous Sulfate,Phytonadione  (Vit. K),Polyethylene Glycol,Polyvinyl Alcohol,Potassium Iodide,Pyridoxine Hydrochloride  (Vit. B6),Red 40 Lake,Riboflavin  (Vit. B2),Silicon Dioxide,Sodium Ascorbate (To preserve freshness),Sodium Metavanadate,Sodium Molybdate,Sodium Selenate,Stannous Chloride,Talc,Thiamine Mononitrate  (Vit. B1),Titanium Dioxide,Tocopherols (To preserve freshness),Vitamin A Acetate,Yellow 6 Lake,Zinc Oxide"
